,date,Temperature,CloudOpacity,DHI,DNI,Radiation,Precipitation,Humidity,Pressure,WindDirection,WindSpeed,Sunrise,Sunset,Month
30,2019-01-30,15.416666666666666,41.625,164.41666666666666,154.08333333333334,255.83333333333334,11.408333333333331,56.699999999999996,994.7666666666665,301.0,2.3833333333333333,9,0,1
31,2019-01-31,17.008333333333333,51.44166666666666,147.75,47.583333333333336,175.66666666666666,13.258333333333333,57.80833333333334,993.3166666666666,137.5,3.516666666666666,9,0,1
32,2019-02-01,16.925000000000004,34.025,177.08333333333334,69.58333333333333,223.66666666666666,18.308333333333334,67.35833333333333,994.0333333333333,179.91666666666666,1.7416666666666663,9,0,2
33,2019-02-02,15.966666666666667,38.65,160.0,35.666666666666664,182.0,13.475,74.35833333333333,993.8249999999999,302.25,2.733333333333333,9,0,2
34,2019-02-03,16.141666666666666,30.816666666666663,154.25,161.0,252.25,10.875,71.86666666666667,995.3416666666667,304.75,2.2583333333333337,9,0,2
35,2019-02-04,16.874999999999996,12.15,133.33333333333334,408.25,367.1666666666667,9.758333333333333,67.3,996.225,300.0,1.8083333333333333,9,0,2
36,2019-02-05,18.98333333333333,22.233333333333334,220.83333333333334,40.416666666666664,247.16666666666666,24.858333333333334,66.64999999999999,993.6416666666668,147.08333333333334,1.9250000000000005,9,0,2
37,2019-02-06,19.775000000000002,20.45,191.33333333333334,96.16666666666667,248.66666666666666,27.650000000000002,78.27499999999999,988.0000000000001,148.83333333333334,3.708333333333334,9,0,2
38,2019-02-07,17.616666666666667,78.44166666666665,26.666666666666668,0.08333333333333333,26.666666666666668,25.55,87.24166666666667,985.7666666666668,145.41666666666666,7.0,9,0,2
39,2019-02-08,16.0,3.841666666666667,145.75,420.5833333333333,390.5833333333333,10.775,62.275,992.5749999999998,192.75,2.3666666666666667,9,0,2
40,2019-02-09,16.258333333333336,1.4083333333333332,125.25,516.6666666666666,412.75,9.208333333333334,59.550000000000004,994.1750000000001,302.9166666666667,4.433333333333333,9,0,2
41,2019-02-10,16.1,41.11666666666667,156.91666666666666,143.75,251.41666666666666,9.358333333333334,59.14166666666665,995.8416666666667,300.4166666666667,2.6999999999999997,9,0,2
42,2019-02-11,17.250000000000004,27.549999999999997,198.5,169.75,301.25,13.333333333333334,60.62500000000001,996.0,297.8333333333333,1.7333333333333334,9,0,2
43,2019-02-12,19.39090909090909,40.92727272727273,205.36363636363637,100.27272727272727,265.27272727272725,18.245454545454546,59.56363636363637,996.2090909090911,204.0909090909091,0.7818181818181817,9,0,2
44,2019-02-13,19.6,50.35833333333333,183.66666666666666,38.5,211.58333333333334,19.708333333333332,64.70833333333334,995.7416666666667,141.91666666666666,1.0666666666666667,9,0,2
45,2019-02-14,18.175,59.95833333333334,89.16666666666667,18.916666666666668,96.75,29.55,87.72500000000001,990.7416666666668,143.25,3.6750000000000003,9,0,2
46,2019-02-15,17.8,47.23333333333333,152.0,0.0,152.0,21.125,82.46666666666667,991.2666666666668,211.83333333333334,1.7,9,0,2
47,2019-02-16,16.874999999999996,64.98333333333333,88.41666666666667,4.583333333333333,89.0,13.891666666666666,73.44166666666668,992.9,319.5833333333333,3.2249999999999996,9,0,2
48,2019-02-17,17.841666666666665,14.166666666666666,166.91666666666666,351.25,382.8333333333333,14.425000000000002,63.175000000000004,989.8916666666665,301.9166666666667,4.258333333333333,9,0,2
49,2019-02-18,19.49166666666667,39.449999999999996,172.08333333333334,88.16666666666667,219.5,21.65833333333333,62.39166666666667,985.5916666666667,126.0,2.0250000000000004,9,0,2
50,2019-02-19,20.14166666666667,39.541666666666664,183.5,79.08333333333333,240.33333333333334,17.058333333333334,66.49166666666667,988.7333333333332,78.33333333333333,0.9250000000000002,9,0,2
51,2019-02-20,19.26666666666667,85.45833333333331,39.416666666666664,0.0,39.416666666666664,30.875,76.49166666666667,992.8250000000002,92.33333333333333,3.433333333333333,9,0,2
52,2019-02-21,22.125,27.825000000000003,204.41666666666666,151.75,306.8333333333333,32.24166666666667,66.08333333333333,991.7833333333333,116.16666666666667,3.875,9,0,2
53,2019-02-22,19.924999999999997,18.458333333333332,200.33333333333334,265.1666666666667,359.75,17.683333333333334,70.46666666666667,992.5833333333334,326.6666666666667,4.0249999999999995,9,0,2
